id,age,reading_speed,reading_accuracy,reading_comprehension,writing_speed,writing_quality,grammar_sentence,phonetic_spelling,irregular_word_spelling,spelling_accuracy,reading_avg,writing_avg,spelling_avg,primary_focus,secondary_focus,tertiary_focus,difficulty_level
15265,18,7,22,22,16,39,12,22,24,11,17,22,19,Reading,Spelling,Writing,Profound
15266,9,94,63,68,50,71,72,58,53,88,75,64,66,Writing,Spelling,Reading,Mild
15267,18,44,24,19,27,30,18,42,22,40,29,25,35,Writing,Reading,Spelling,Severe
15268,6,0,54,42,26,39,16,10,28,13,32,27,17,Spelling,Writing,Reading,Profound
15269,18,44,43,44,15,34,45,53,51,20,44,31,41,Writing,Spelling,Reading,Severe
15270,14,54,33,43,20,40,55,11,28,21,43,38,20,Spelling,Writing,Reading,Severe
15271,16,39,32,48,50,28,46,49,30,42,40,41,40,Reading,Spelling,Writing,Severe
15272,12,44,39,53,56,44,54,50,53,78,45,51,60,Reading,Writing,Spelling,Moderate
15273,15,59,77,58,88,83,86,83,65,95,65,86,81,Reading,Spelling,Writing,Mild
15274,8,50,46,43,24,46,43,17,38,55,46,38,37,Spelling,Writing,Reading,Severe
15275,17,28,17,34,51,27,42,44,37,21,26,40,34,Reading,Spelling,Writing,Severe
15276,12,23,8,51,18,13,25,34,38,21,27,19,31,Writing,Reading,Spelling,Severe
15277,16,39,20,36,39,5,10,25,6,3,32,18,11,Spelling,Writing,Reading,Profound
15278,17,28,22,34,36,14,15,5,23,21,28,22,16,Spelling,Writing,Reading,Profound
15279,18,23,39,54,39,42,37,21,49,34,39,39,35,Spelling,Reading,Writing,Severe
15280,15,41,11,56,12,26,42,65,48,36,36,27,50,Writing,Reading,Spelling,Severe
15281,11,8,23,25,14,15,0,45,27,29,19,10,34,Writing,Reading,Spelling,Profound
15282,6,40,23,53,42,50,31,25,6,42,39,41,24,Spelling,Reading,Writing,Severe
15283,15,0,41,0,39,24,24,0,38,7,14,29,15,Reading,Spelling,Writing,Profound
15284,18,36,83,30,24,39,27,48,42,61,50,30,50,Writing,Reading,Spelling,Moderate
15285,10,46,26,16,45,23,48,28,63,55,29,39,49,Reading,Writing,Spelling,Severe
15286,7,62,37,49,61,56,51,50,42,50,49,56,47,Spelling,Reading,Writing,Moderate
15287,15,46,63,59,72,49,52,43,67,65,56,58,58,Reading,Writing,Spelling,Moderate
15288,6,58,83,44,53,42,56,41,31,57,62,50,43,Spelling,Writing,Reading,Moderate
15289,12,57,100,48,87,92,49,57,75,81,68,76,71,Reading,Spelling,Writing,Mild
15290,18,37,68,52,13,40,40,50,49,26,52,31,42,Writing,Spelling,Reading,Severe
15291,18,41,26,20,21,11,5,22,42,44,29,12,36,Writing,Reading,Spelling,Severe
15292,7,46,16,35,0,21,42,0,21,22,32,21,14,Spelling,Writing,Reading,Profound
15293,7,0,36,1,12,51,30,28,12,5,12,31,15,Reading,Spelling,Writing,Profound
15294,17,44,45,64,53,59,61,54,66,43,51,58,54,Reading,Spelling,Writing,Moderate
15295,14,58,51,52,54,28,24,37,43,21,54,35,34,Spelling,Writing,Reading,Moderate
15296,17,100,96,56,88,77,74,55,71,56,84,80,61,Spelling,Writing,Reading,Mild
15297,18,29,46,65,26,38,56,47,68,30,47,40,48,Writing,Reading,Spelling,Moderate
15298,9,21,62,33,45,53,30,21,36,27,39,43,28,Spelling,Reading,Writing,Severe
15299,11,25,24,11,18,11,9,14,28,11,20,13,18,Writing,Spelling,Reading,Profound
15300,14,16,16,18,20,21,31,2,24,37,17,24,21,Reading,Spelling,Writing,Profound
15301,13,50,42,64,49,45,22,34,16,31,52,39,27,Spelling,Writing,Reading,Moderate
15302,16,72,60,77,36,44,46,40,42,75,70,42,52,Writing,Spelling,Reading,Moderate
15303,13,17,38,47,53,33,34,49,20,40,34,40,36,Reading,Spelling,Writing,Severe
15304,17,49,44,41,56,53,30,60,31,47,45,46,46,Reading,Writing,Spelling,Moderate
15305,8,27,49,56,29,22,30,46,51,37,44,27,45,Writing,Reading,Spelling,Moderate
15306,17,27,66,29,46,20,57,68,27,77,41,41,57,Reading,Writing,Spelling,Moderate
15307,18,22,42,24,37,40,34,25,25,49,29,37,33,Reading,Spelling,Writing,Severe
15308,13,48,53,46,50,47,31,69,39,22,49,43,43,Writing,Spelling,Reading,Moderate
15309,12,15,24,20,10,25,30,26,40,8,20,22,25,Reading,Writing,Spelling,Profound
15310,7,73,85,60,67,71,86,96,86,67,73,75,83,Reading,Writing,Spelling,Mild
15311,6,20,40,27,17,28,41,10,44,29,29,29,28,Spelling,Reading,Writing,Severe
15312,11,56,33,37,42,79,78,30,26,59,42,66,38,Spelling,Reading,Writing,Moderate
15313,18,79,74,55,82,46,87,72,51,78,69,72,67,Spelling,Reading,Writing,Mild
15314,9,32,75,43,40,53,19,28,69,55,50,37,51,Writing,Reading,Spelling,Moderate
15315,17,24,32,11,24,18,30,11,37,36,22,24,28,Reading,Writing,Spelling,Profound
15316,9,62,41,74,42,36,31,63,51,50,59,36,55,Writing,Spelling,Reading,Moderate
15317,8,80,67,62,52,81,88,50,80,77,70,74,69,Spelling,Reading,Writing,Mild
15318,11,11,21,16,24,0,33,19,0,15,16,19,11,Spelling,Reading,Writing,Profound
15319,17,65,30,67,70,45,68,54,52,22,54,61,43,Spelling,Reading,Writing,Moderate
15320,10,27,32,24,12,8,46,12,24,0,28,22,12,Spelling,Writing,Reading,Profound
15321,18,42,43,10,42,20,30,12,29,28,32,31,23,Spelling,Writing,Reading,Severe
15322,9,47,1,0,40,21,31,12,2,5,16,31,6,Spelling,Reading,Writing,Profound
15323,18,81,28,72,47,61,51,37,46,72,60,53,52,Spelling,Writing,Reading,Moderate
15324,13,26,50,62,41,1,4,14,38,32,46,15,28,Writing,Spelling,Reading,Severe
15325,7,30,74,76,26,57,43,50,68,42,60,42,53,Writing,Spelling,Reading,Moderate
15326,7,24,6,31,28,18,17,23,30,50,20,21,34,Reading,Writing,Spelling,Profound
15327,12,10,39,24,51,9,7,22,30,45,24,22,32,Writing,Reading,Spelling,Severe
15328,7,16,32,23,7,49,34,42,54,34,24,30,43,Reading,Writing,Spelling,Severe
15329,13,62,57,49,15,51,33,28,36,31,56,33,32,Spelling,Writing,Reading,Moderate
15330,15,50,70,69,63,46,47,26,59,48,63,52,44,Spelling,Writing,Reading,Moderate
15331,15,13,41,42,39,24,26,25,12,35,32,30,24,Spelling,Writing,Reading,Severe
15332,13,100,55,56,53,62,63,59,84,90,70,59,78,Writing,Reading,Spelling,Mild
15333,7,56,63,72,64,88,76,67,61,47,64,76,58,Spelling,Reading,Writing,Mild
15334,9,17,27,55,30,15,34,31,35,32,33,26,33,Writing,Reading,Spelling,Severe
15335,7,49,42,66,33,38,52,48,50,68,52,41,55,Writing,Reading,Spelling,Moderate
15336,11,69,76,72,82,81,59,53,77,67,72,74,66,Spelling,Reading,Writing,Mild
15337,13,39,76,27,38,48,39,49,78,47,47,42,58,Writing,Reading,Spelling,Moderate
15338,16,14,33,53,45,40,28,41,19,6,33,38,22,Spelling,Reading,Writing,Severe
15339,6,67,73,62,50,81,50,100,70,49,67,60,73,Writing,Reading,Spelling,Mild
15340,9,87,85,64,77,50,67,70,76,72,79,65,73,Writing,Spelling,Reading,Mild
15341,17,35,30,41,65,53,25,51,70,69,35,48,63,Reading,Writing,Spelling,Moderate
15342,7,53,64,54,26,57,47,55,75,65,57,43,65,Writing,Reading,Spelling,Moderate
15343,11,92,45,69,87,90,46,71,67,53,69,74,64,Spelling,Reading,Writing,Mild
15344,11,42,38,54,6,15,3,40,29,45,45,8,38,Writing,Spelling,Reading,Profound
15345,17,25,40,68,34,41,42,33,75,54,44,39,54,Writing,Reading,Spelling,Moderate
15346,15,68,29,50,36,55,50,24,35,48,49,47,36,Spelling,Writing,Reading,Moderate
15347,9,10,24,18,26,4,3,30,28,38,17,11,32,Writing,Reading,Spelling,Profound
15348,13,38,59,76,61,35,46,46,65,36,58,47,49,Writing,Spelling,Reading,Moderate
15349,10,67,45,68,40,43,61,41,67,32,60,48,47,Spelling,Writing,Reading,Moderate
15350,15,14,27,33,37,15,20,23,22,25,25,24,23,Spelling,Writing,Reading,Profound
15351,8,54,39,21,48,38,1,27,41,37,38,29,35,Writing,Spelling,Reading,Severe
15352,8,34,19,44,24,43,11,13,20,43,32,26,25,Spelling,Writing,Reading,Severe
15353,9,20,46,26,41,10,44,15,18,53,31,32,29,Spelling,Reading,Writing,Severe
15354,16,29,50,36,39,57,35,56,24,31,38,44,37,Spelling,Reading,Writing,Severe
15355,17,54,20,19,29,57,10,5,12,17,31,32,11,Spelling,Reading,Writing,Severe
15356,12,53,78,86,61,73,69,60,74,79,72,68,71,Writing,Spelling,Reading,Mild
15357,12,21,54,23,40,45,36,51,51,27,33,40,43,Reading,Writing,Spelling,Severe
15358,9,33,11,18,30,22,32,15,42,0,21,28,19,Spelling,Reading,Writing,Profound
15359,17,47,49,60,48,33,43,51,49,61,52,41,54,Writing,Reading,Spelling,Moderate
15360,12,44,32,31,30,30,34,46,8,31,36,31,28,Spelling,Writing,Reading,Severe
15361,15,83,89,50,82,76,52,52,75,50,74,70,59,Spelling,Writing,Reading,Mild
15362,13,32,29,19,48,21,23,30,19,28,27,31,26,Spelling,Reading,Writing,Profound
15363,10,19,17,3,5,25,29,3,10,25,13,20,13,Reading,Spelling,Writing,Profound
15364,13,94,80,78,56,71,65,87,62,48,84,64,66,Writing,Spelling,Reading,Mild
15365,10,39,11,20,7,6,44,5,24,1,23,19,10,Spelling,Writing,Reading,Profound
15366,17,71,67,88,67,62,65,67,80,78,75,65,75,Writing,Reading,Spelling,Mild
15367,15,20,17,23,23,2,1,29,7,17,20,9,18,Writing,Spelling,Reading,Profound
15368,16,27,40,47,27,12,42,50,34,30,38,27,38,Writing,Reading,Spelling,Severe
15369,14,10,15,24,26,30,19,0,16,0,16,25,5,Spelling,Reading,Writing,Profound
15370,16,42,29,76,41,43,33,34,34,77,49,39,48,Writing,Spelling,Reading,Moderate
15371,8,18,25,29,0,18,10,29,26,20,24,9,25,Writing,Reading,Spelling,Profound
15372,9,34,21,38,38,40,35,22,33,52,31,38,36,Reading,Spelling,Writing,Severe
15373,18,52,80,61,53,58,33,47,77,47,64,48,57,Writing,Spelling,Reading,Moderate
15374,10,42,35,68,6,48,52,9,51,31,48,35,30,Spelling,Writing,Reading,Severe
15375,18,53,50,67,75,20,21,49,57,43,57,39,50,Writing,Spelling,Reading,Moderate
15376,13,26,33,60,45,18,24,66,49,28,40,29,48,Writing,Reading,Spelling,Severe
15377,13,8,44,30,39,28,33,43,38,59,27,33,47,Reading,Writing,Spelling,Severe
15378,10,29,49,28,6,45,40,5,21,62,35,30,29,Spelling,Writing,Reading,Severe
15379,15,40,8,27,40,38,54,63,12,37,25,44,37,Reading,Spelling,Writing,Severe
15380,8,21,52,31,0,36,15,19,17,2,35,17,13,Spelling,Writing,Reading,Profound
15381,6,59,75,45,57,71,77,82,93,46,60,68,74,Reading,Writing,Spelling,Mild
15382,6,35,44,54,47,40,43,10,46,51,44,43,36,Spelling,Writing,Reading,Severe
15383,9,39,44,31,41,58,39,25,61,43,38,46,43,Reading,Spelling,Writing,Moderate
15384,8,28,27,12,36,31,27,16,26,15,22,31,19,Spelling,Reading,Writing,Profound
15385,13,27,26,37,0,21,21,46,14,44,30,14,35,Writing,Reading,Spelling,Profound
15386,10,45,15,13,30,7,0,13,30,8,24,12,17,Writing,Spelling,Reading,Profound
15387,17,33,44,14,24,9,22,36,30,45,30,18,37,Writing,Reading,Spelling,Profound
15388,11,81,65,41,53,22,35,33,32,35,62,37,33,Spelling,Writing,Reading,Moderate
15389,7,27,38,8,12,27,8,23,24,25,24,16,24,Writing,Reading,Spelling,Profound
15390,10,3,33,15,25,3,30,16,24,29,17,19,23,Reading,Writing,Spelling,Profound
15391,9,43,44,16,2,10,1,18,23,19,34,4,20,Writing,Spelling,Reading,Profound
15392,6,25,35,56,53,27,43,14,7,4,39,41,8,Spelling,Reading,Writing,Severe
15393,7,44,57,45,21,60,41,21,39,34,49,41,31,Spelling,Writing,Reading,Moderate
15394,18,63,66,52,77,90,88,76,66,40,60,85,61,Reading,Spelling,Writing,Mild
15395,12,45,72,47,37,35,52,55,40,32,55,41,42,Writing,Spelling,Reading,Moderate
15396,10,74,34,32,24,34,23,25,31,42,47,27,33,Writing,Spelling,Reading,Moderate
15397,9,2,18,37,9,9,15,36,31,0,19,11,22,Writing,Reading,Spelling,Profound
15398,12,64,63,63,70,63,35,52,52,26,63,56,43,Spelling,Writing,Reading,Moderate
15399,15,54,83,71,63,69,69,90,59,49,69,67,66,Spelling,Writing,Reading,Mild
15400,12,61,23,40,11,45,60,19,30,25,41,39,25,Spelling,Writing,Reading,Severe
15401,9,47,39,57,80,25,52,47,58,67,48,52,57,Reading,Writing,Spelling,Moderate
15402,8,35,12,26,39,41,30,33,42,54,24,37,43,Reading,Writing,Spelling,Severe
15403,8,18,48,30,39,51,23,0,41,24,32,38,22,Spelling,Reading,Writing,Profound
15404,11,41,24,57,1,37,38,57,21,54,41,25,44,Writing,Reading,Spelling,Severe
15405,17,68,71,82,79,60,69,62,93,68,74,69,74,Writing,Reading,Spelling,Mild
15406,7,41,43,47,46,24,46,22,54,33,44,39,36,Spelling,Writing,Reading,Severe
15407,8,21,0,33,26,20,19,0,39,35,18,22,25,Reading,Writing,Spelling,Profound
15408,6,23,54,26,31,31,19,9,29,30,34,27,23,Spelling,Writing,Reading,Severe
15409,18,24,50,23,57,57,46,51,33,41,32,53,42,Reading,Spelling,Writing,Severe
15410,12,51,40,37,69,51,45,58,53,18,43,55,43,Reading,Spelling,Writing,Moderate
15411,10,59,41,56,38,22,32,34,27,42,52,31,34,Writing,Spelling,Reading,Moderate
15412,8,90,58,54,99,54,59,58,93,75,67,71,75,Reading,Writing,Spelling,Mild
15413,16,58,62,56,62,87,85,72,79,74,59,78,75,Reading,Spelling,Writing,Mild
15414,13,5,37,24,53,12,45,24,20,61,22,37,35,Reading,Spelling,Writing,Severe
15415,14,43,48,46,22,36,53,19,28,50,46,37,32,Spelling,Writing,Reading,Severe
15416,7,71,65,42,63,69,39,30,29,23,59,57,27,Spelling,Writing,Reading,Moderate
15417,9,8,25,54,0,13,27,25,14,0,29,13,13,Writing,Spelling,Reading,Profound
15418,18,14,17,3,15,0,40,21,8,22,11,18,17,Reading,Spelling,Writing,Profound
15419,6,54,70,39,43,27,53,37,23,74,54,41,45,Writing,Spelling,Reading,Moderate
15420,8,65,70,55,68,30,27,52,39,24,63,42,38,Spelling,Writing,Reading,Moderate
15421,10,62,86,85,61,70,83,75,48,68,78,71,64,Spelling,Writing,Reading,Mild
15422,18,40,60,43,41,35,63,46,40,32,48,46,39,Spelling,Writing,Reading,Moderate
15423,14,31,13,12,30,6,53,35,17,13,19,30,22,Reading,Spelling,Writing,Severe
15424,11,35,5,10,12,12,15,12,0,20,17,13,11,Spelling,Writing,Reading,Profound
15425,15,45,64,38,32,53,30,61,56,32,49,38,50,Writing,Reading,Spelling,Moderate
15426,17,38,13,21,36,18,11,36,43,0,24,22,26,Writing,Reading,Spelling,Profound
15427,17,41,20,4,27,32,26,32,0,36,22,28,23,Reading,Spelling,Writing,Profound
15428,15,51,54,33,56,36,25,43,21,27,46,39,30,Spelling,Writing,Reading,Severe
15429,7,30,55,18,43,16,29,35,13,10,34,29,19,Spelling,Writing,Reading,Profound
15430,18,7,9,21,7,14,30,11,13,28,12,17,17,Reading,Writing,Spelling,Profound
15431,16,70,67,93,84,92,59,54,74,82,77,78,70,Spelling,Reading,Writing,Mild
15432,7,76,83,50,75,90,74,78,62,84,70,80,75,Reading,Spelling,Writing,Mild
15433,11,19,43,65,16,15,27,46,44,52,42,19,47,Writing,Reading,Spelling,Severe
15434,12,23,29,45,23,34,25,30,23,44,32,27,32,Writing,Reading,Spelling,Severe
15435,7,54,63,71,59,63,79,48,43,29,63,67,40,Spelling,Reading,Writing,Moderate
15436,13,18,40,33,38,26,0,3,41,26,30,21,23,Writing,Spelling,Reading,Profound
15437,13,47,4,50,31,0,26,6,13,4,34,19,8,Spelling,Writing,Reading,Profound
15438,15,69,78,79,74,41,49,69,50,59,75,55,59,Writing,Spelling,Reading,Mild
15439,15,30,71,65,27,21,50,29,26,52,55,33,36,Writing,Spelling,Reading,Moderate
15440,6,27,54,41,44,36,28,20,32,11,41,36,21,Spelling,Writing,Reading,Severe
15441,16,63,25,50,69,62,62,47,54,58,46,64,53,Reading,Spelling,Writing,Moderate
15442,18,50,27,17,65,50,26,23,55,36,31,47,38,Reading,Spelling,Writing,Severe
15443,9,45,34,46,27,64,22,47,63,48,42,38,53,Writing,Reading,Spelling,Moderate
15444,8,36,34,19,10,31,24,0,14,0,30,22,5,Spelling,Writing,Reading,Profound
15445,8,51,32,62,67,25,71,61,41,65,48,54,56,Reading,Writing,Spelling,Moderate
15446,14,16,20,46,26,41,37,39,29,6,27,35,25,Spelling,Reading,Writing,Severe
15447,6,10,10,11,6,44,31,25,0,33,10,27,19,Reading,Spelling,Writing,Profound
15448,6,13,39,31,3,22,14,26,20,34,28,13,27,Writing,Spelling,Reading,Profound
15449,12,67,43,68,77,25,38,53,73,48,59,47,58,Writing,Spelling,Reading,Moderate
15450,8,55,41,68,47,30,44,32,66,42,55,40,47,Writing,Spelling,Reading,Moderate
15451,16,69,73,75,66,89,57,79,81,74,72,71,78,Writing,Reading,Spelling,Mild
15452,16,50,47,37,14,53,49,39,18,41,45,39,33,Spelling,Writing,Reading,Severe
15453,9,32,73,33,31,44,39,32,60,53,46,38,48,Writing,Reading,Spelling,Moderate
15454,18,5,12,17,18,26,54,19,42,23,11,33,28,Reading,Spelling,Writing,Severe
15455,6,50,57,51,33,50,16,65,54,44,53,33,54,Writing,Reading,Spelling,Moderate
15456,6,52,85,89,59,89,71,78,64,84,75,73,75,Writing,Reading,Spelling,Mild
15457,18,35,34,70,39,24,41,39,49,16,46,35,35,Writing,Spelling,Reading,Severe
15458,7,60,44,44,46,53,72,30,34,18,49,57,27,Spelling,Reading,Writing,Moderate
15459,10,16,24,41,17,27,47,11,0,39,27,30,17,Spelling,Reading,Writing,Profound
15460,17,35,22,31,0,22,21,12,21,14,29,14,16,Writing,Spelling,Reading,Profound
15461,16,55,62,54,40,37,45,53,57,38,57,41,49,Writing,Spelling,Reading,Moderate
15462,16,74,44,49,35,53,46,38,36,63,56,45,46,Writing,Spelling,Reading,Moderate
15463,6,18,48,49,5,33,42,27,13,4,38,27,15,Spelling,Writing,Reading,Severe
15464,13,33,21,24,22,16,16,43,18,8,26,18,23,Writing,Spelling,Reading,Profound
15465,12,40,23,12,7,21,21,7,29,7,25,16,14,Spelling,Writing,Reading,Profound
15466,7,54,62,63,27,36,29,19,35,25,60,31,26,Spelling,Writing,Reading,Severe
15467,6,20,42,44,24,57,41,27,32,15,35,41,25,Spelling,Reading,Writing,Severe
15468,16,54,79,58,49,28,55,33,67,26,64,44,42,Spelling,Writing,Reading,Moderate
15469,7,77,83,70,82,63,75,95,76,63,77,73,78,Writing,Reading,Spelling,Mild
15470,16,82,46,58,51,47,76,49,39,57,62,58,48,Spelling,Writing,Reading,Moderate
15471,9,43,42,35,40,47,9,55,8,23,40,32,29,Spelling,Writing,Reading,Severe
15472,9,41,42,70,74,36,43,22,29,33,51,51,28,Spelling,Reading,Writing,Moderate
15473,15,21,26,40,25,42,40,33,7,23,29,36,21,Spelling,Reading,Writing,Profound
15474,15,28,52,57,10,20,37,42,12,33,46,22,29,Writing,Spelling,Reading,Severe
15475,13,16,36,27,19,32,54,60,16,40,26,35,39,Reading,Writing,Spelling,Severe
15476,12,78,63,59,59,66,73,86,69,76,67,66,77,Writing,Reading,Spelling,Mild
15477,17,41,52,14,36,42,54,25,23,58,36,44,35,Spelling,Reading,Writing,Severe
15478,16,26,26,40,12,24,40,28,24,42,31,25,31,Writing,Reading,Spelling,Profound
15479,6,67,71,63,42,52,46,38,34,47,67,47,40,Spelling,Writing,Reading,Moderate
15480,13,20,58,58,16,36,39,61,28,45,45,30,45,Writing,Reading,Spelling,Severe
15481,7,63,69,62,45,59,65,29,39,58,65,56,42,Spelling,Writing,Reading,Moderate
15482,13,46,53,38,42,17,52,42,70,63,46,37,58,Writing,Reading,Spelling,Moderate
15483,13,79,47,55,63,67,65,44,49,72,60,65,55,Spelling,Reading,Writing,Moderate
15484,10,41,41,53,19,42,37,32,36,6,45,33,25,Spelling,Writing,Reading,Severe
15485,6,63,70,89,58,43,96,74,56,57,74,66,62,Spelling,Writing,Reading,Mild
15486,14,58,57,61,48,60,26,30,51,43,59,45,41,Spelling,Writing,Reading,Moderate
15487,14,23,6,26,18,0,20,25,24,4,18,13,18,Writing,Reading,Spelling,Profound
15488,6,35,80,40,51,39,45,30,30,73,52,45,44,Spelling,Writing,Reading,Moderate
15489,14,38,28,67,18,22,27,34,64,49,44,22,49,Writing,Reading,Spelling,Severe
15490,6,86,71,78,45,75,79,86,75,56,78,66,72,Writing,Spelling,Reading,Mild
15491,13,23,16,25,8,8,10,28,0,41,21,9,23,Writing,Reading,Spelling,Profound
15492,7,34,49,51,51,28,42,18,26,52,45,40,32,Spelling,Writing,Reading,Severe
15493,12,31,48,6,42,42,27,3,14,45,28,37,21,Spelling,Reading,Writing,Severe
15494,7,34,80,58,30,33,47,51,70,71,57,37,64,Writing,Reading,Spelling,Moderate
15495,9,83,55,92,50,89,43,94,74,93,77,61,87,Writing,Reading,Spelling,Mild
15496,14,43,34,33,31,39,28,23,26,27,37,33,25,Spelling,Writing,Reading,Severe
15497,16,39,53,13,26,21,23,37,47,19,35,23,34,Writing,Spelling,Reading,Profound
15498,18,25,54,36,51,39,27,37,31,53,38,39,40,Reading,Writing,Spelling,Severe
15499,8,5,4,41,12,0,8,11,30,21,17,7,21,Writing,Reading,Spelling,Profound
15500,6,30,47,51,10,35,15,38,0,9,43,20,16,Spelling,Writing,Reading,Profound
15501,17,15,27,36,4,18,28,11,0,4,26,17,5,Spelling,Writing,Reading,Profound
15502,10,27,48,34,20,19,42,34,32,28,36,27,31,Writing,Spelling,Reading,Profound
15503,6,20,27,9,45,14,38,8,13,13,19,32,11,Spelling,Reading,Writing,Profound
15504,16,76,37,56,40,36,50,47,28,31,56,42,35,Spelling,Writing,Reading,Moderate
15505,14,86,81,95,55,72,78,85,43,71,87,68,66,Spelling,Writing,Reading,Mild
15506,17,46,47,47,54,56,26,52,60,47,47,45,53,Writing,Reading,Spelling,Moderate
15507,7,33,51,60,54,34,47,62,34,45,48,45,47,Writing,Spelling,Reading,Moderate
15508,8,54,20,54,0,20,28,14,56,43,43,16,38,Writing,Spelling,Reading,Severe
15509,11,15,49,3,28,41,25,35,11,17,22,31,21,Spelling,Reading,Writing,Profound
15510,18,1,54,27,18,33,2,35,29,27,27,18,30,Writing,Reading,Spelling,Profound
15511,16,16,43,24,3,27,52,31,27,28,28,27,29,Writing,Reading,Spelling,Severe
15512,18,11,34,36,11,25,3,23,9,17,27,13,16,Writing,Spelling,Reading,Profound
15513,11,2,10,19,4,25,15,28,29,28,10,15,28,Reading,Writing,Spelling,Profound
15514,6,61,60,56,32,61,49,35,74,19,59,47,43,Spelling,Writing,Reading,Moderate
15515,13,18,24,27,0,15,0,13,31,37,23,5,27,Writing,Reading,Spelling,Profound
15516,16,52,30,57,61,39,39,17,30,23,46,46,23,Spelling,Reading,Writing,Severe
15517,9,64,50,72,41,32,31,42,33,59,62,35,45,Writing,Spelling,Reading,Moderate
15518,11,43,27,23,20,10,36,29,21,9,31,22,20,Spelling,Writing,Reading,Profound
15519,15,18,13,36,34,12,12,14,28,8,22,19,17,Spelling,Writing,Reading,Profound
15520,6,12,30,39,24,59,28,21,14,23,27,37,19,Spelling,Reading,Writing,Severe
15521,13,90,75,97,62,65,88,90,89,89,87,72,89,Writing,Reading,Spelling,Mild
15522,9,6,25,29,0,11,41,28,14,14,20,17,19,Writing,Spelling,Reading,Profound
15523,18,51,43,15,20,60,28,40,32,1,36,36,24,Spelling,Reading,Writing,Severe
15524,6,56,40,63,75,38,66,45,52,46,53,60,48,Spelling,Reading,Writing,Moderate
15525,15,62,60,52,48,63,53,60,49,73,58,55,61,Writing,Reading,Spelling,Moderate
15526,15,62,36,51,65,48,42,35,30,54,50,52,40,Spelling,Reading,Writing,Moderate
15527,16,31,63,61,40,22,37,44,27,9,52,33,27,Spelling,Writing,Reading,Severe
15528,11,23,28,13,30,17,9,12,31,36,21,19,26,Writing,Reading,Spelling,Severe
15529,12,62,69,41,32,65,33,67,36,66,57,43,56,Writing,Spelling,Reading,Moderate
15530,11,50,16,33,38,38,57,33,38,48,33,44,40,Reading,Spelling,Writing,Severe
15531,14,23,34,17,28,3,49,32,15,25,25,27,24,Spelling,Reading,Writing,Profound
15532,12,32,31,40,39,14,8,43,45,19,34,20,36,Writing,Reading,Spelling,Severe
15533,7,39,53,40,57,32,37,48,63,34,44,42,48,Writing,Reading,Spelling,Moderate
15534,6,89,77,77,73,42,70,94,85,68,81,62,82,Writing,Reading,Spelling,Mild
15535,8,30,49,22,41,29,34,55,17,34,34,35,35,Reading,Writing,Spelling,Severe
15536,18,14,39,34,39,34,41,13,9,50,29,38,24,Spelling,Reading,Writing,Severe
15537,8,23,43,40,24,29,25,35,45,7,35,26,29,Writing,Spelling,Reading,Profound
15538,12,84,61,77,82,58,81,65,59,58,74,74,61,Spelling,Reading,Writing,Mild
15539,16,41,36,20,27,49,45,55,24,21,32,40,33,Reading,Spelling,Writing,Severe
15540,15,45,48,25,6,2,48,29,21,39,39,19,30,Writing,Spelling,Reading,Severe
15541,15,67,90,83,67,61,54,72,73,72,80,61,72,Writing,Spelling,Reading,Mild
15542,12,32,12,25,22,20,22,19,35,10,23,21,21,Writing,Spelling,Reading,Profound
15543,15,21,42,42,30,18,31,28,7,13,35,26,16,Spelling,Writing,Reading,Profound
15544,13,22,55,50,26,47,30,58,63,43,42,34,55,Writing,Reading,Spelling,Severe
15545,15,52,46,52,48,59,57,65,39,31,50,55,45,Spelling,Reading,Writing,Moderate
15546,9,1,3,39,0,31,19,36,4,24,14,17,21,Reading,Writing,Spelling,Profound
15547,11,7,26,36,20,13,16,18,4,4,23,16,9,Spelling,Writing,Reading,Profound
15548,13,52,19,38,36,50,30,0,62,18,36,39,27,Spelling,Reading,Writing,Severe
15549,13,44,23,51,25,47,51,39,44,35,39,41,39,Reading,Spelling,Writing,Severe
15550,11,37,15,33,12,18,23,29,12,31,28,18,24,Writing,Spelling,Reading,Profound
15551,8,34,42,46,29,61,76,55,40,57,41,55,51,Reading,Spelling,Writing,Moderate
15552,12,37,51,10,23,7,50,51,49,38,33,27,46,Writing,Reading,Spelling,Severe
15553,15,28,24,22,19,25,21,42,34,32,25,22,36,Writing,Reading,Spelling,Profound
15554,17,70,63,48,23,70,39,48,39,50,60,44,46,Writing,Spelling,Reading,Moderate
15555,13,96,74,53,64,94,50,91,54,100,74,69,82,Writing,Reading,Spelling,Mild
15556,17,20,26,32,25,56,64,33,31,45,26,48,36,Reading,Spelling,Writing,Severe
15557,14,1,29,31,39,12,21,20,40,21,20,24,27,Reading,Writing,Spelling,Profound
15558,13,68,100,78,58,62,69,70,69,55,82,63,65,Writing,Spelling,Reading,Mild
15559,13,84,50,38,27,55,62,50,23,42,57,48,38,Spelling,Writing,Reading,Moderate
15560,16,10,58,43,46,32,28,42,28,12,37,35,27,Spelling,Writing,Reading,Severe
15561,15,49,57,14,38,32,34,11,23,3,40,35,12,Spelling,Writing,Reading,Severe
15562,11,45,16,44,0,15,1,21,25,19,35,5,22,Writing,Spelling,Reading,Profound
15563,13,8,23,10,14,0,26,10,2,30,14,13,14,Writing,Reading,Spelling,Profound
